# dist ab Ms amp Vgr az
2232.06 86.7021 3.16699 140.2 2.93427 300.722
2208.43 90.7402 3.17993 149.415 2.93541 300.102
2214.07 87.5413 3.16598 140.555 2.93377 300.821
2190.33 91.8644 3.18002 150.031 2.93483 300.2
2196.1 88.1802 3.16393 141.466 2.93311 300.924
2172.24 92.4322 3.17741 150.764 2.93418 300.301
2154.17 92.9585 3.17457 150.398 2.93361 300.405
2136.13 94.2687 3.17531 150.549 2.93293 300.513
2118.1 94.4333 3.1707 150.015 2.93226 300.624
2100.1 93.912 3.16291 149.532 2.93156 300.738
2075.84 98.9712 3.17839 156.15 2.93264 300.097
2082.11 94.5501 3.16044 149.781 2.93065 300.857
2057.74 98.9443 3.17278 156.158 2.93182 300.213
2064.15 96.3345 3.16312 150.306 2.92972 300.978
2039.66 100.027 3.17198 156.763 2.93101 300.333
2021.6 100.649 3.16913 156.696 2.92993 300.457
2003.56 102.308 3.17065 157.396 2.92887 300.584
1985.55 102.973 3.16786 158.448 2.92779 300.716
1960.78 106.895 3.17632 164.971 2.92875 300.052
1967.56 104.689 3.1694 158.32 2.92674 300.851
1942.67 110.617 3.18546 167.789 2.92744 300.186
1949.6 107.211 3.17408 160.496 2.9255 300.991
1924.58 111.537 3.18331 166.586 2.9262 300.324
1906.53 112.533 3.18138 167.821 2.92486 300.466
1888.49 113.309 3.17855 167.604 2.9237 300.613
1870.49 115.691 3.18173 167.82 2.92238 300.764
1845.18 121.664 3.19531 178.274 2.92288 300.077
1852.51 116.946 3.18054 168.562 2.9212 300.92
1827.08 120.638 3.18565 178.234 2.92155 300.231
1809.01 122.305 3.1856 179.371 2.92012 300.39
1790.96 124.706 3.188 179.551 2.91869 300.554
1772.95 125.203 3.18364 179.195 2.91756 300.723
1747.22 131.849 3.19734 190.267 2.91698 300.013
1754.97 126.026 3.18037 180.76 2.91643 300.898
1729.11 133.943 3.19796 189.885 2.91556 300.186
1711.03 134.886 3.19474 191.181 2.9143 300.364
1692.98 136.711 3.19427 191.755 2.91313 300.547
1674.97 138.618 3.19395 193.905 2.9117 300.737
1648.82 144.806 3.20362 200.906 2.91091 300.001
1656.99 140.752 3.1942 196.17 2.91012 300.932
1630.7 147.676 3.20564 201.14 2.90931 300.195
1612.63 149.835 3.2054 202.786 2.90779 300.395
1594.59 150.568 3.20093 205.239 2.90652 300.601
1576.59 151.611 3.19731 210.038 2.90464 300.815
1549.99 158.546 3.20683 212.858 2.9039 300.051
1531.89 159.972 3.20391 216.48 2.90225 300.27
1513.83 160.832 3.19939 218.753 2.90058 300.496
1495.81 163.766 3.20034 221.65 2.89864 300.729
1477.84 166.226 3.19987 223.476 2.89669 300.97
1450.78 168.176 3.19435 228.903 2.89642 300.177
1432.71 170.312 3.19268 230.756 2.89451 300.425
1414.68 173.516 3.19357 232.849 2.89217 300.681
1396.7 174.494 3.18876 230.805 2.88981 300.946
1369.32 185.596 3.20436 254.683 2.88744 300.121
1351.24 189.203 3.20523 256.401 2.88543 300.394
1333.21 190.596 3.20088 253.558 2.88374 300.676
1315.23 194.496 3.20207 256.742 2.88163 300.969
1287.52 210.3 3.22413 276.083 2.87743 300.111
1269.44 214.274 3.2244 282.467 2.8755 300.412
1251.41 219.812 3.22756 286.13 2.87457 300.725
1205.39 245.005 3.25405 299.559 2.87232 300.154
1187.32 249.674 3.25397 308.199 2.87154 300.489
1169.31 255.639 3.25588 312.378 2.87051 300.837
1122.96 253.538 3.23032 303.508 2.86911 300.262
1104.92 254.511 3.22323 305.685 2.8673 300.637
1058.34 262.325 3.21323 317.567 2.86419 300.046
1040.25 269.841 3.21629 324.172 2.8614 300.452
1022.25 278.069 3.22004 333.43 2.85842 300.875
975.334 300.324 3.2286 347.714 2.85438 300.284
957.297 305.412 3.22607 350.756 2.85099 300.744
910.159 323.892 3.22516 361.41 2.84385 300.137
892.099 329.201 3.22179 364.855 2.8387 300.64
844.733 339.02 3.20634 368.897 2.82895 300.015
826.655 348.928 3.20773 380.903 2.82202 300.57
760.973 398.643 3.22334 436.188 2.80243 300.54
695.06 476.453 3.25511 498.581 2.78501 300.564
628.925 513.217 3.23763 518.314 2.77277 300.659
562.581 586.56 3.24085 583.033 2.75385 300.848
514.06 656.449 3.24591 623.833 2.74147 300.127
447.284 736.49 3.22902 672.635 2.71217 300.443
380.341 850.965 3.2149 763.357 2.6659 300.978
331.227 979.878 3.21138 806.867 2.62147 300.122
214.43 1381.31 3.16038 1038.31 2.424 300.017
